experiment,sentence,response,response_round,subtype,type,lexicalization
Belova_2022,Я и ты ровняют стены под покраску.,3.533333333333333,4.0,coordination,stimul,21.0
Belova_2022,Ты и я чищу сапоги от грязи.,3.0,3.0,coordination,stimul,9.0
Belova_2022,Ты и я снимают комнату у метро.,2.857142857142857,3.0,coordination,stimul,5.0
Belova_2022,Ты и я отмываешь духовку от жира.,2.363636363636364,2.0,coordination,stimul,10.0
Belova_2022,Ты и я вносят аванс за квартиру.,3.866666666666666,4.0,coordination,stimul,25.0
Belova_2022,Я и ты отвозят диван в гараж.,2.1538461538461537,2.0,coordination,stimul,17.0
Belova_2022,Петя и Женя нашли в подъезде котёнка.,6.627450980392157,7.0,good,filler,
Belova_2022,Я и ты ищу ключи от квартиры.,2.7857142857142856,3.0,coordination,stimul,12.0
Belova_2022,Я и ты ровняем стены под покраску.,4.384615384615385,4.0,coordination,stimul,21.0
Belova_2022,Галстук под пиджак подбираю ты и я.,2.571428571428572,3.0,coordination,stimul,23.0
Belova_2022,Крепость из строим снега ты и я.,1.6428571428571428,2.0,coordination,stimul,30.0
Belova_2022,Участок под огород арендуем я и ты.,4.25,4.0,coordination,stimul,22.0
Belova_2022,Кира и Галя отправила свои стихи в районной газеты.,2.0980392156862746,2.0,bad,filler,
Belova_2022,Деньги в акции вкладываешь ты и я.,2.35,2.0,coordination,stimul,20.0
Belova_2022,Книги в библиотеку отдают ты и я.,2.5,2.0,coordination,stimul,18.0
Belova_2022,Команда проиграла матча и турнира.,1.6862745098039216,2.0,bad,filler,
Belova_2022,Ты и я копаешь грядку под редис.,2.357142857142857,2.0,coordination,stimul,24.0
Belova_2022,Цепочку у ломбарда выкупаем ты и я.,3.6875,4.0,coordination,stimul,8.0
Belova_2022,Я и ты снимают комнату у метро.,2.333333333333333,2.0,coordination,stimul,5.0
Belova_2022,Я и ты строим крепость из снега.,4.615384615384615,5.0,coordination,stimul,30.0
Belova_2022,На выходных Маша и Рита сходили в поход.,6.376923076923077,6.0,good,filler,
Belova_2022,Цепочку у ломбарда выкупаю ты и я.,2.473684210526316,2.0,coordination,stimul,8.0
Belova_2022,Ты и я выкупают цепочку у ломбарда.,2.5454545454545454,3.0,coordination,stimul,8.0
Belova_2022,Галстук под пиджак подбирают ты и я.,2.6666666666666665,3.0,coordination,stimul,23.0
Belova_2022,Я и ты отмывают духовку от жира.,3.3076923076923075,3.0,coordination,stimul,10.0
Belova_2022,Ты и я готовишь перекус из овощей.,2.769230769230769,3.0,coordination,stimul,31.0
Belova_2022,Премию в этом квартале получили Андрей и Олег.,6.580152671755725,7.0,good,filler,
Belova_2022,Я и ты копаешь грядку под редис.,2.833333333333333,3.0,coordination,stimul,24.0
Belova_2022,Машину из сервиса забираю ты и я.,2.642857142857143,3.0,coordination,stimul,29.0
Belova_2022,Я и ты планируют поездку на дачу.,2.3076923076923075,2.0,coordination,stimul,16.0
Belova_2022,Машину из сервиса забираю я и ты.,3.2,3.0,coordination,stimul,29.0
Belova_2022,Я и ты чищу сапоги от грязи.,2.3076923076923075,2.0,coordination,stimul,9.0
Belova_2022,Ты и я варю гречку на костре.,2.142857142857143,2.0,coordination,stimul,13.0
Belova_2022,Комнату у метро снимают ты и я.,2.533333333333333,3.0,coordination,stimul,5.0
Belova_2022,Ты и я передаём подарок для подруги.,4.8,5.0,coordination,stimul,2.0
Belova_2022,Заявление на увольнение пишу я и ты.,2.7857142857142856,3.0,coordination,stimul,15.0
Belova_2022,Машину из сервиса забираем я и ты.,4.666666666666667,5.0,coordination,stimul,29.0
Belova_2022,Стены под покраску ровняют ты и я.,3.095238095238096,3.0,coordination,stimul,21.0
Belova_2022,Ты и я ровняешь стены под покраску.,3.0,3.0,coordination,stimul,21.0
Belova_2022,Заявление на увольнение пишут ты и я.,2.6842105263157894,3.0,coordination,stimul,15.0
Belova_2022,Я и ты выкупаем цепочку у ломбарда.,4.727272727272728,5.0,coordination,stimul,8.0
Belova_2022,Ты и я вкладываем деньги в акции.,5.066666666666666,5.0,coordination,stimul,20.0
Belova_2022,Я и ты вкладывают деньги в акции.,4.111111111111111,4.0,coordination,stimul,20.0
Belova_2022,Я и ты забираешь машину из сервиса.,2.357142857142857,2.0,coordination,stimul,29.0
Belova_2022,Комнату у метро снимаю я и ты.,3.0,3.0,coordination,stimul,5.0
Belova_2022,Подарок для подруги передаю я и ты.,3.6,4.0,coordination,stimul,2.0
Belova_2022,Рассвет у озера встречаешь я и ты.,2.9166666666666665,3.0,coordination,stimul,7.0
Belova_2022,Ты и я намечаем переезд за границу.,4.857142857142857,5.0,coordination,stimul,26.0
Belova_2022,Телевизор для бабушки покупаешь ты и я.,3.2142857142857144,3.0,coordination,stimul,1.0
Belova_2022,Ты и я берут билет на самолёт.,2.857142857142857,3.0,coordination,stimul,14.0
Belova_2022,Я и ты отвозим диван в гараж.,5.916666666666667,6.0,coordination,stimul,17.0
Belova_2022,Ты и я вкладываю деньги в акции.,2.5454545454545454,3.0,coordination,stimul,20.0
Belova_2022,Я и ты чинят шкафчик для посуды.,2.5454545454545454,3.0,coordination,stimul,4.0
Belova_2022,Я и ты копают грядку под редис.,2.857142857142857,3.0,coordination,stimul,24.0
Belova_2022,Лиза помыла лапы кошкой и собаками.,1.7745098039215683,2.0,bad,filler,
Belova_2022,Контрольной по география Лера и Филипп готовились.,1.907692307692308,2.0,bad,filler,
Belova_2022,Ты и я плачу штрафы за парковку.,3.1333333333333333,3.0,coordination,stimul,28.0
Belova_2022,Свой автобусом Оксана и Юля пропустил.,1.3893129770992367,1.0,bad,filler,
Belova_2022,Я и ты чиним шкафчик для посуды.,5.357142857142857,5.0,coordination,stimul,4.0
Belova_2022,Грядку под редис копаю я и ты.,3.2142857142857144,3.0,coordination,stimul,24.0
Belova_2022,Сапоги от грязи чистят ты и я.,2.35,2.0,coordination,stimul,9.0
Belova_2022,Коробки в макулатуру сдают я и ты.,2.5,2.0,coordination,stimul,19.0
Belova_2022,Журналист записала интервью и репортажа.,2.450980392156863,2.0,bad,filler,
Belova_2022,Ты и я подбираем галстук под пиджак.,4.714285714285714,5.0,coordination,stimul,23.0
Belova_2022,Я и ты готовят реквизит для спектакля.,3.2,3.0,coordination,stimul,3.0
Belova_2022,Ты и я строишь крепость из снега.,2.2857142857142856,2.0,coordination,stimul,30.0
Belova_2022,Я и ты проводят вечер у соседей.,2.0,2.0,coordination,stimul,6.0
Belova_2022,Я и ты читаем письмо от ректора.,4.230769230769231,4.0,coordination,stimul,11.0
Belova_2022,Я и ты закрываешь долги за семестр.,1.8461538461538465,2.0,coordination,stimul,27.0
Belova_2022,Ты и я вкладывают деньги в акции.,2.5,2.0,coordination,stimul,20.0
Belova_2022,Я и ты намечаешь переезд за границу.,2.4615384615384617,2.0,coordination,stimul,26.0
Belova_2022,Я и ты покупаем телевизор для бабушки.,4.285714285714286,4.0,coordination,stimul,1.0
Belova_2022,Я и ты планируем поездку на дачу.,5.0,5.0,coordination,stimul,16.0
Belova_2022,Книги в библиотеку отдают я и ты.,2.5625,3.0,coordination,stimul,18.0
Belova_2022,Письмо от ректора читаю ты и я.,2.7142857142857144,3.0,coordination,stimul,11.0
Belova_2022,Ты и я чистят сапоги от грязи.,2.75,3.0,coordination,stimul,9.0
Belova_2022,Я и ты отдают книги в библиотеку.,2.7142857142857144,3.0,coordination,stimul,18.0
Belova_2022,Ты и я копают грядку под редис.,2.3,2.0,coordination,stimul,24.0
Belova_2022,Я и ты чиню шкафчик для посуды.,2.0,2.0,coordination,stimul,4.0
Belova_2022,На завтрак Федя и Катя испекли сырники.,6.648854961832061,7.0,good,filler,
Belova_2022,Ты и я передаёшь подарок для подруги.,2.0,2.0,coordination,stimul,2.0
Belova_2022,Стены под покраску ровняем ты и я.,5.0,5.0,coordination,stimul,21.0
Belova_2022,Ты и я платим штрафы за парковку.,4.8,5.0,coordination,stimul,28.0
Belova_2022,Я и ты вырезаем снежинки из бумаги.,4.8,5.0,coordination,stimul,32.0
Belova_2022,Переезд за границу намечают ты и я.,2.2857142857142856,2.0,coordination,stimul,26.0
Belova_2022,Я и ты арендуют участок под огород.,2.727272727272727,3.0,coordination,stimul,22.0
Belova_2022,Крепость из снега строишь я и ты.,2.736842105263158,3.0,coordination,stimul,30.0
Belova_2022,Поездку на дачу планируют я и ты.,2.857142857142857,3.0,coordination,stimul,16.0
Belova_2022,Ты и я отмываю духовку от жира.,3.6666666666666665,4.0,coordination,stimul,10.0
Belova_2022,Участок под огород арендуют ты и я.,3.4,3.0,coordination,stimul,22.0
Belova_2022,Снежинки из бумаги вырезают я и ты.,2.7,3.0,coordination,stimul,32.0
Belova_2022,Книги в библиотеку отдаёшь ты и я.,3.142857142857143,3.0,coordination,stimul,18.0
Belova_2022,Комнату у метро снимаешь я и ты.,2.357142857142857,2.0,coordination,stimul,5.0
Belova_2022,Ты и я выкупаем цепочку у ломбарда.,3.7857142857142856,4.0,coordination,stimul,8.0
Belova_2022,Ты и я варят гречку на костре.,2.923076923076923,3.0,coordination,stimul,13.0
Belova_2022,Ты и я беру билет на самолёт.,2.4615384615384617,2.0,coordination,stimul,14.0
Belova_2022,Свою гитарой испортила Макар и Алиса.,1.3587786259541983,1.0,bad,filler,
Belova_2022,Я и ты закрываю долги за семестр.,2.6153846153846154,3.0,coordination,stimul,27.0
