author,sentence,response,response_round,subtype,type,lexicalization,condition,pronoun,strategy,verb
Belova_2023_2,В крещенской проруби искупаемся пятеро из нас.,2.6666666666666665,3.0,quantifier,stimul,4.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,За поломанные инструменты ответят все из нас.,3.6666666666666665,4.0,quantifier,stimul,35.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В карнавальные костюмы переоденется семеро из них.,4.333333333333333,4.0,quantifier,stimul,6.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,На конкурсе чтецов победят они все.,4.444444444444445,4.0,quantifier,stimul,37.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,За допущенные ошибки извинятся четверо из нас.,5.444444444444445,5.0,quantifier,stimul,45.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В социальных опросах поучаствуют все из нас.,3.7777777777777777,4.0,quantifier,stimul,48.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На курсы вождения пойдут пятеро из нас.,5.666666666666667,6.0,quantifier,stimul,46.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В лесных озёрах порыбачим двое из нас.,2.4444444444444446,2.0,quantifier,stimul,31.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,По незнакомым номерам перезвонят мы пятеро.,1.8,2.0,quantifier,stimul,22.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В больших палатках переночует двое из нас.,5.444444444444445,5.0,quantifier,stimul,19.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,С поставщиками продуктов созвонимся мы все.,3.625,4.0,quantifier,stimul,10.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В дешёвых хостелах остановится они двое.,1.5555555555555556,2.0,quantifier,stimul,7.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В крещенской проруби искупаются мы все.,2.625,3.0,quantifier,stimul,4.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В течение месяца женимся мы пятеро.,4.625,5.0,quantifier,stimul,16.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На двугорбых верблюдах покатается трое из них.,3.555555555555556,4.0,quantifier,stimul,26.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В крещенской проруби искупается пятеро из нас.,5.625,6.0,quantifier,stimul,4.0,"we, elect, 3sg",we,elect,3sg
