author,sentence,response,response_round,subtype,type,lexicalization,condition,pronoun,strategy,verb
Belova_2023_1,Все из нас справимся с заменой лампочек.,1.25,1.0,quantifier,stimul,11.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Они все прилетят в разные аэропорты.,5.0,5.0,quantifier,stimul,8.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы семеро запишется в спортивные секции.,3.0,3.0,quantifier,stimul,12.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы все отчитаемся за выполненные задачи.,6.0,6.0,quantifier,stimul,43.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они все съездят в отдалённые деревни.,5.4,5.0,quantifier,stimul,20.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Все из них познакомятся с артистами спектакля.,6.25,6.0,quantifier,stimul,33.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Семеро из нас объявят о скорых отставках.,6.5,6.0,quantifier,stimul,36.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из нас объявят о скорых отставках.,3.4444444444444446,3.0,quantifier,stimul,36.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Четверо из нас поможем с проведением экзаменов.,1.5,2.0,quantifier,stimul,3.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Все из нас прикрепимся к новым поликлиникам.,1.5,2.0,quantifier,stimul,40.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Все из них объявят о скорых отставках.,4.333333333333333,4.0,quantifier,stimul,36.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы все съездим в отдалённые деревни.,4.0,4.0,quantifier,stimul,20.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они все отдохнут на южных курортах.,5.0,5.0,quantifier,stimul,24.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Все из них женятся в течение месяца.,5.090909090909091,5.0,quantifier,stimul,16.0,"they, elect, 3pl",they,elect,3pl
