sentence,response,group,filler_type,type,sentence_id,lexicalization,condition,quant,strategy,pronoun,verb,author,response_round
Шестеро из нас рассчитаемся с кредитными долгами.,3.0,F,,stimul,353,23.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,3.0
Шестеро из нас рассчитается с кредитными долгами.,3.4444444444444446,J,,stimul,357,23.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Шестеро из нас рассчитаются с кредитными долгами.,6.0,G,,stimul,354,23.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,6.0
Шестеро из нас справимся с заменой лампочек.,1.75,J,,stimul,161,11.0,"we, elect, 1pl",dvoje,elect,we,1pl,Belova_2023_1,2.0
Шестеро из нас справится с заменой лампочек.,5.5,L,,stimul,163,11.0,"we, elect, 3sg",dvoje,elect,we,3sg,Belova_2023_1,6.0
Шестеро из нас справятся с заменой лампочек.,5.2727272727272725,K,,stimul,162,11.0,"we, elect, 3pl",dvoje,elect,we,3pl,Belova_2023_1,5.0
Шестеро из них вмешается в важные переговоры.,2.6666666666666665,P,,stimul,453,29.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Шестеро из них вмешаются в важные переговоры.,5.5,O,,stimul,452,29.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Шестеро из них ответит за поломанные инструменты.,2.333333333333333,F,,stimul,549,35.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,2.0
Шестеро из них ответят за поломанные инструменты.,6.181818181818182,E,,stimul,548,35.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Шестеро из них подметут в учебных кабинетах.,5.2727272727272725,K,,stimul,644,41.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Шестеро из них подметёт в учебных кабинетах.,4.0,L,,stimul,645,41.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,4.0
Шестеро из них поступит в столичные вузы.,4.0,D,,stimul,261,17.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,4.0
Шестеро из них поступят в столичные вузы.,5.75,C,,stimul,260,17.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Шестеро из них приберутся в старых кладовках.,4.666666666666667,A,,stimul,740,47.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Шестеро из них приберётся в старых кладовках.,3.5,B,,stimul,741,47.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,4.0
Шестеро из них приедет на утренних поездах.,5.25,I,,stimul,69,5.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,5.0
Шестеро из них приедут на утренних поездах.,5.6,H,,stimul,68,5.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Шестеро из них рассчитаются с кредитными долгами.,6.25,I,,stimul,356,23.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,6.0
Шестеро из них справится с заменой лампочек.,3.111111111111111,N,,stimul,165,11.0,"they, elect, 3sg",dvoje,elect,they,3sg,Belova_2023_1,3.0
Шестеро из них справятся с заменой лампочек.,5.2,M,,stimul,164,11.0,"they, elect, 3pl",dvoje,elect,they,3pl,Belova_2023_1,5.0
Вдвоём мы сможем переправиться на другом берега.,2.0412371134020617,Fil,bad,filler,805,,bad,,,,,Belova_2023_1,2.0
Восемь клёнов будут посадят на этом аллее.,1.8541666666666667,Fil,bad,filler,811,,bad,,,,,Belova_2023_1,2.0
Восемь первокурсник придут на конференцией.,1.9583333333333333,Fil,bad,filler,808,,bad,,,,,Belova_2023_1,2.0
Вы с Андреем оплатите ремонт карбюратора.,6.11340206185567,Fil,good,filler,779,,good,,,,,Belova_2023_1,6.0
Вы с Дашей не возмут билетам на этот концерт.,1.510204081632653,Fil,bad,filler,793,,bad,,,,,Belova_2023_1,2.0
Вы с Димой подключитесь к уроку по видеосвязи.,6.010526315789473,Fil,good,filler,778,,good,,,,,Belova_2023_1,6.0
Вы с Кириллом будете строго наказаны.,6.360824742268041,Fil,good,filler,776,,good,,,,,Belova_2023_1,6.0
Вы с Костей построите крепость из снегом.,2.96875,Fil,bad,filler,797,,bad,,,,,Belova_2023_1,3.0
Вы с Любой выкупим цепочку из ломбарде.,2.0412371134020617,Fil,bad,filler,798,,bad,,,,,Belova_2023_1,2.0
Вы с Любой испечёте шоколадное печенье.,5.690721649484536,Fil,good,filler,774,,good,,,,,Belova_2023_1,6.0
Вы с Мариной останетесь в лагере ещё на неделю.,6.223404255319149,Fil,good,filler,771,,good,,,,,Belova_2023_1,6.0
Вы с Пашей будете писать контрольную во вторник.,6.447916666666667,Fil,good,filler,775,,good,,,,,Belova_2023_1,6.0
Вы с Ульяной сделают все домашнего задания.,1.625,Fil,bad,filler,803,,bad,,,,,Belova_2023_1,2.0
Два ресторана в этом городе будут награждены почётной наградой.,5.916666666666667,Fil,good,filler,790,,good,,,,,Belova_2023_1,6.0
Двое грабителей предстанут перед судом.,6.448979591836735,Fil,good,filler,786,,good,,,,,Belova_2023_1,6.0
Двое легкоатлетов будут сняты с соревнования.,5.791666666666667,Fil,good,filler,784,,good,,,,,Belova_2023_1,6.0
Двое часовых будут стоять у парадного входа.,5.9375,Fil,good,filler,791,,good,,,,,Belova_2023_1,6.0
Мы с Васей съездим на море в августе.,6.224489795918367,Fil,good,filler,769,,good,,,,,Belova_2023_1,6.0
Мы с Гришей купим водоросли для нового аквариума.,6.36734693877551,Fil,good,filler,772,,good,,,,,Belova_2023_1,6.0
Мы с Даней будем коллекционировать редкие монеты.,6.4375,Fil,good,filler,777,,good,,,,,Belova_2023_1,6.0
Мы с Егором внесёт аванс за квартирами.,1.6458333333333333,Fil,bad,filler,802,,bad,,,,,Belova_2023_1,2.0
Мы с Настей пойдём на рыбалку в воскресенье.,6.453608247422681,Fil,good,filler,770,,good,,,,,Belova_2023_1,6.0
Мы с Никитой досмотрят хороший сериал про пираты.,1.6979166666666667,Fil,bad,filler,795,,bad,,,,,Belova_2023_1,2.0
Мы с Ритой сварит на ужин гречкой на костре.,1.346938775510204,Fil,bad,filler,799,,bad,,,,,Belova_2023_1,1.0
Мы с Сашей вместе снимем комнату.,6.357142857142857,Fil,good,filler,773,,good,,,,,Belova_2023_1,6.0
Мы с друзьями отправят стихи в районной газеты.,1.7448979591836735,Fil,bad,filler,794,,bad,,,,,Belova_2023_1,2.0
Петя с Кириллом вдвоём помоют полы.,5.8125,Fil,good,filler,780,,good,,,,,Belova_2023_1,6.0
Пятеро малышей сделают подарки для воспитательница.,2.1666666666666665,Fil,bad,filler,809,,bad,,,,,Belova_2023_1,2.0
Пятеро писателей выпустят сборником рассказов.,2.083333333333333,Fil,bad,filler,815,,bad,,,,,Belova_2023_1,2.0
Пятерых погорельцев переселят в новый дом.,6.208333333333333,Fil,good,filler,785,,good,,,,,Belova_2023_1,6.0
Только вы с Мишей планируют поездку на дачей.,1.7789473684210526,Fil,bad,filler,800,,bad,,,,,Belova_2023_1,2.0
Только две фигуристка исполнят этот прыжки.,2.237113402061856,Fil,bad,filler,806,,bad,,,,,Belova_2023_1,2.0
Только двое девочка будут сдавать биологией.,1.5816326530612246,Fil,bad,filler,812,,bad,,,,,Belova_2023_1,2.0
Только двое из вашей группы будут допущены к экзамену.,6.5,Fil,good,filler,781,,good,,,,,Belova_2023_1,6.0
Только двое из выпускники пойдут в магистратура.,2.09375,Fil,bad,filler,816,,bad,,,,,Belova_2023_1,2.0
Только мы с Аней прочтёт все заданный статьи.,1.7653061224489797,Fil,bad,filler,796,,bad,,,,,Belova_2023_1,2.0
Только мы с Васей вскопают грядка под редис.,1.6701030927835052,Fil,bad,filler,801,,bad,,,,,Belova_2023_1,2.0
Только один из сыновей офицера пойдёт по стопам отца.,6.0,Fil,good,filler,787,,good,,,,,Belova_2023_1,6.0
Только три черепашонка из кладки доберутся до моря.,6.021052631578947,Fil,good,filler,792,,good,,,,,Belova_2023_1,6.0
Три картины из этого музея будут отреставрированы.,6.448979591836735,Fil,good,filler,789,,good,,,,,Belova_2023_1,6.0
Трое истцов потребуют денежной компенсации.,5.526315789473684,Fil,good,filler,783,,good,,,,,Belova_2023_1,6.0
Трое фокусника будут приглашен на день рождения.,2.0510204081632653,Fil,bad,filler,813,,bad,,,,,Belova_2023_1,2.0
Трое шахматистов представят страну на чемпионате.,6.26595744680851,Fil,good,filler,788,,good,,,,,Belova_2023_1,6.0
Четверо врачи соберётся на консилиум.,1.7448979591836735,Fil,bad,filler,804,,bad,,,,,Belova_2023_1,2.0
Четверо из мальчик смастерят кормушкой для птиц.,1.5876288659793814,Fil,bad,filler,814,,bad,,,,,Belova_2023_1,2.0
Четверо подозреваемых будут опрошены повторно.,5.895833333333333,Fil,good,filler,782,,good,,,,,Belova_2023_1,6.0
Четыре ребёнка сходят в цирк и зоопарку.,1.84375,Fil,bad,filler,807,,bad,,,,,Belova_2023_1,2.0
Шесть яиц будут нужно для этого пирога.,2.9375,Fil,bad,filler,810,,bad,,,,,Belova_2023_1,3.0
