sentence,response,group,filler_type,type,sentence_id,lexicalization,condition,quant,strategy,pronoun,verb,author,response_round
С очевидцами аварии побеседует мы пятеро.,2.375,H,,stimul,536,34.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
С очевидцами аварии побеседует они пятеро.,1.6666666666666667,J,,stimul,538,34.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
С очевидцами аварии побеседует пятеро из нас.,5.555555555555555,C,,stimul,531,34.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,6.0
С очевидцами аварии побеседует пятеро из них.,4.555555555555555,E,,stimul,533,34.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,5.0
С очевидцами аварии побеседуют все из нас.,3.888888888888889,L,,stimul,540,34.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,4.0
С очевидцами аварии побеседуют все из них.,3.4444444444444446,M,,stimul,541,34.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,3.0
С очевидцами аварии побеседуют мы все.,2.75,O,,stimul,543,34.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,3.0
С очевидцами аварии побеседуют мы пятеро.,1.8,G,,stimul,535,34.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
С очевидцами аварии побеседуют они все.,4.444444444444445,P,,stimul,544,34.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
С очевидцами аварии побеседуют они пятеро.,3.375,I,,stimul,537,34.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
С очевидцами аварии побеседуют пятеро из нас.,5.888888888888889,B,,stimul,530,34.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,6.0
С очевидцами аварии побеседуют пятеро из них.,5.444444444444445,D,,stimul,532,34.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,5.0
С поставщиками продуктов созвонимся все из нас.,2.333333333333333,K,,stimul,155,10.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,2.0
С поставщиками продуктов созвонимся мы все.,3.625,N,,stimul,158,10.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
С поставщиками продуктов созвонимся мы пятеро.,4.0,F,,stimul,150,10.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,4.0
С поставщиками продуктов созвонимся пятеро из нас.,2.555555555555556,A,,stimul,145,10.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,3.0
С поставщиками продуктов созвонится мы пятеро.,1.625,H,,stimul,152,10.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
С поставщиками продуктов созвонится они пятеро.,1.5555555555555556,J,,stimul,154,10.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
С поставщиками продуктов созвонится пятеро из нас.,5.222222222222222,C,,stimul,147,10.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,5.0
С поставщиками продуктов созвонится пятеро из них.,3.25,E,,stimul,149,10.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,3.0
С поставщиками продуктов созвонятся все из нас.,3.0,L,,stimul,156,10.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,3.0
С поставщиками продуктов созвонятся все из них.,3.555555555555556,M,,stimul,157,10.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
С поставщиками продуктов созвонятся мы все.,2.625,O,,stimul,159,10.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,3.0
С поставщиками продуктов созвонятся мы пятеро.,1.7,G,,stimul,151,10.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
С поставщиками продуктов созвонятся они все.,3.888888888888889,P,,stimul,160,10.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
С поставщиками продуктов созвонятся они пятеро.,2.333333333333333,I,,stimul,153,10.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,2.0
С поставщиками продуктов созвонятся пятеро из нас.,5.333333333333333,B,,stimul,146,10.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,5.0
С поставщиками продуктов созвонятся пятеро из них.,5.333333333333333,D,,stimul,148,10.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,5.0
С проведением экзаменов помогут все из нас.,3.333333333333333,L,,stimul,44,3.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,3.0
С проведением экзаменов помогут все из них.,4.111111111111111,M,,stimul,45,3.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
С проведением экзаменов помогут мы все.,2.4285714285714284,O,,stimul,47,3.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,2.0
С проведением экзаменов помогут мы четверо.,2.111111111111111,G,,stimul,39,3.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
С проведением экзаменов помогут они все.,3.888888888888889,P,,stimul,48,3.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
С проведением экзаменов помогут они четверо.,3.0,I,,stimul,41,3.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
С проведением экзаменов помогут четверо из нас.,5.444444444444445,B,,stimul,34,3.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,5.0
С проведением экзаменов помогут четверо из них.,4.777777777777778,D,,stimul,36,3.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,5.0
С проведением экзаменов поможем все из нас.,2.555555555555556,K,,stimul,43,3.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,3.0
С проведением экзаменов поможем мы все.,3.5,N,,stimul,46,3.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
С проведением экзаменов поможем мы четверо.,4.0,F,,stimul,38,3.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,4.0
С проведением экзаменов поможем четверо из нас.,2.0,A,,stimul,33,3.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,2.0
С проведением экзаменов поможет мы четверо.,1.75,H,,stimul,40,3.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
С проведением экзаменов поможет они четверо.,1.625,J,,stimul,42,3.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
С проведением экзаменов поможет четверо из нас.,4.222222222222222,C,,stimul,35,3.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,4.0
С проведением экзаменов поможет четверо из них.,3.0,E,,stimul,37,3.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,3.0
Со свадебными фотографами свяжемся все из нас.,2.333333333333333,K,,stimul,395,25.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,2.0
Со свадебными фотографами свяжемся двое из нас.,2.2222222222222223,A,,stimul,385,25.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,2.0
Со свадебными фотографами свяжемся мы все.,3.25,N,,stimul,398,25.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,3.0
Со свадебными фотографами свяжемся мы двое.,3.375,F,,stimul,390,25.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,3.0
Со свадебными фотографами свяжется двое из нас.,3.625,C,,stimul,387,25.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,4.0
Со свадебными фотографами свяжется двое из них.,3.6666666666666665,E,,stimul,389,25.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,4.0
Со свадебными фотографами свяжется мы двое.,1.875,H,,stimul,392,25.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
Со свадебными фотографами свяжется они двое.,1.4444444444444444,J,,stimul,394,25.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,1.0
Со свадебными фотографами свяжутся все из нас.,3.6666666666666665,L,,stimul,396,25.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,4.0
Со свадебными фотографами свяжутся все из них.,3.555555555555556,M,,stimul,397,25.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
Со свадебными фотографами свяжутся двое из нас.,4.888888888888889,B,,stimul,386,25.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,5.0
Со свадебными фотографами свяжутся двое из них.,5.333333333333333,D,,stimul,388,25.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,5.0
Со свадебными фотографами свяжутся мы все.,2.375,O,,stimul,399,25.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,2.0
Со свадебными фотографами свяжутся мы двое.,2.0,G,,stimul,391,25.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
Со свадебными фотографами свяжутся они все.,4.222222222222222,P,,stimul,400,25.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
Со свадебными фотографами свяжутся они двое.,3.125,I,,stimul,393,25.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
Со сломанными телефонами разберемся все из нас.,2.555555555555556,K,,stimul,139,9.0,vse.elect.my.1pl,vse,elect,my,1pl,Belova_2023_2,3.0
Со сломанными телефонами разберемся мы все.,3.875,N,,stimul,142,9.0,vse.nom.my.1pl,vse,nom,my,1pl,Belova_2023_2,4.0
Со сломанными телефонами разберемся мы четверо.,4.5,F,,stimul,134,9.0,dvoje.nom.my.1pl,dvoje,nom,my,1pl,Belova_2023_2,4.0
Со сломанными телефонами разберемся четверо из нас.,2.333333333333333,A,,stimul,129,9.0,dvoje.elect.my.1pl,dvoje,elect,my,1pl,Belova_2023_2,2.0
Со сломанными телефонами разберется мы четверо.,2.25,H,,stimul,136,9.0,dvoje.nom.my.3sg,dvoje,nom,my,3sg,Belova_2023_2,2.0
Со сломанными телефонами разберется они четверо.,1.6666666666666667,J,,stimul,138,9.0,dvoje.nom.oni.3sg,dvoje,nom,oni,3sg,Belova_2023_2,2.0
Со сломанными телефонами разберется четверо из нас.,4.333333333333333,C,,stimul,131,9.0,dvoje.elect.my.3sg,dvoje,elect,my,3sg,Belova_2023_2,4.0
Со сломанными телефонами разберется четверо из них.,3.888888888888889,E,,stimul,133,9.0,dvoje.elect.oni.3sg,dvoje,elect,oni,3sg,Belova_2023_2,4.0
Со сломанными телефонами разберутся все из нас.,2.555555555555556,L,,stimul,140,9.0,vse.elect.my.3pl,vse,elect,my,3pl,Belova_2023_2,3.0
Со сломанными телефонами разберутся все из них.,3.6666666666666665,M,,stimul,141,9.0,vse.elect.oni.3pl,vse,elect,oni,3pl,Belova_2023_2,4.0
Со сломанными телефонами разберутся мы все.,2.571428571428572,O,,stimul,143,9.0,vse.nom.my.3pl,vse,nom,my,3pl,Belova_2023_2,3.0
Со сломанными телефонами разберутся мы четверо.,1.9,G,,stimul,135,9.0,dvoje.nom.my.3pl,dvoje,nom,my,3pl,Belova_2023_2,2.0
Со сломанными телефонами разберутся они все.,3.888888888888889,P,,stimul,144,9.0,vse.oni.nom.3pl,vse,oni,nom,3pl,Belova_2023_2,4.0
Со сломанными телефонами разберутся они четверо.,2.7777777777777777,I,,stimul,137,9.0,dvoje.nom.oni.3pl,dvoje,nom,oni,3pl,Belova_2023_2,3.0
Со сломанными телефонами разберутся четверо из нас.,5.0,B,,stimul,130,9.0,dvoje.elect.my.3pl,dvoje,elect,my,3pl,Belova_2023_2,5.0
Со сломанными телефонами разберутся четверо из них.,5.111111111111111,D,,stimul,132,9.0,dvoje.elect.oni.3pl,dvoje,elect,oni,3pl,Belova_2023_2,5.0
Только вы с Мишей планируют поездку на дачей.,2.085714285714286,Fil,bad,filler,800,,,,,,,Belova_2023_2,2.0
Только две фигуристка исполнят этот прыжки.,2.628571428571429,Fil,bad,filler,806,,,,,,,Belova_2023_2,3.0
Только двое девочка будут сдавать биологией.,1.7714285714285714,Fil,bad,filler,812,,,,,,,Belova_2023_2,2.0
Только двое из вашей группы будут допущены к экзамену.,6.364285714285714,Fil,good,filler,781,,,,,,,Belova_2023_2,6.0
Только двое из выпускники пойдут в магистратура.,2.6785714285714284,Fil,bad,filler,816,,,,,,,Belova_2023_2,3.0
Только мы с Аней прочтёт все заданный статьи.,1.9640287769784173,Fil,bad,filler,796,,,,,,,Belova_2023_2,2.0
Только мы с Васей вскопают грядка под редис.,1.9428571428571428,Fil,bad,filler,801,,,,,,,Belova_2023_2,2.0
Только один из сыновей офицера пойдёт по стопам отца.,5.978260869565218,Fil,good,filler,787,,,,,,,Belova_2023_2,6.0
Только три черепашонка из кладки доберутся до моря.,5.963768115942029,Fil,good,filler,792,,,,,,,Belova_2023_2,6.0
Три картины из этого музея будут отреставрированы.,6.297872340425532,Fil,good,filler,789,,,,,,,Belova_2023_2,6.0
Трое истцов потребуют денежной компенсации.,5.388489208633094,Fil,good,filler,783,,,,,,,Belova_2023_2,5.0
Трое фокусника будут приглашен на день рождения.,2.4,Fil,bad,filler,813,,,,,,,Belova_2023_2,2.0
Трое шахматистов представят страну на чемпионате.,6.328467153284672,Fil,good,filler,788,,,,,,,Belova_2023_2,6.0
Четверо врачи соберётся на консилиум.,2.1773049645390072,Fil,bad,filler,804,,,,,,,Belova_2023_2,2.0
Четверо из мальчик смастерят кормушкой для птиц.,1.8794326241134751,Fil,bad,filler,814,,,,,,,Belova_2023_2,2.0
Четверо подозреваемых будут опрошены повторно.,5.838235294117647,Fil,good,filler,782,,,,,,,Belova_2023_2,6.0
Четыре ребёнка сходят в цирк и зоопарку.,2.1560283687943262,Fil,bad,filler,807,,,,,,,Belova_2023_2,2.0
Шесть яиц будут нужно для этого пирога.,3.3795620437956204,Fil,bad,filler,810,,,,,,,Belova_2023_2,3.0
